Time;69_10;69_36;69_49;69_62;69_75;69_88;69_101;69_790;69_894;69_933;69_946
17.01.2023 09:41:11.320000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.370000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.420000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.470000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.520000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.570000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.620000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.670000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.720000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.770000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.820000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.870000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.920000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:11.970000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.020000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.070000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.120000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.170000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.220000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.270000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.320000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.370000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.420000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.470000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.520000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.570000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.620000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.670000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.720000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.770000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.820000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.870000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.920000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:12.970000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.020000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.070000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.120000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.170000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.220000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.270000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.320000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.370000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.420000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.470000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.520000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.570000;0;0;1;0;1;1;1;1;0;0;1
17.01.2023 09:41:13.620000;0;0;1;0;1;1;1;1;0;0;1
