Time;69_10;69_36;69_49;69_62;69_75;69_88;69_101;69_790;69_894;69_933;69_946
17.01.2023 09:46:12.770000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:12.820000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:12.870000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:12.920000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:12.970000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.020000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.070000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.120000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.170000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.220000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.270000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.320000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.370000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.420000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.470000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.520000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.570000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.620000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.670000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.720000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.770000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.820000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.870000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.920000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:13.970000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.020000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.070000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.120000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.170000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.220000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.270000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.320000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.370000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.420000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.470000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.520000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.570000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.620000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.670000;1;1;1;1;1;1;1;0;1;1;0
17.01.2023 09:46:14.720000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:14.770000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:14.820000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:14.870000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:14.920000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:14.970000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.020000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.070000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.120000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.170000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.220000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.270000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.320000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.370000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.420000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.470000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.520000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.570000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.620000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.670000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.720000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.770000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.820000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.870000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.920000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:15.970000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.020000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.070000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.120000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.170000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.220000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.270000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.320000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.370000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.420000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.470000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.520000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.570000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.620000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.670000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.720000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.770000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.820000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.870000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.920000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:16.970000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.020000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.070000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.120000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.170000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.220000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.270000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.320000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.370000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.420000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.470000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.520000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.570000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.620000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.670000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.720000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.770000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.820000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.870000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.920000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:17.970000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.020000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.070000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.120000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.170000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.220000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.270000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.320000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.370000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.420000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.470000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.520000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.570000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.620000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.670000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.720000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.770000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.820000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.870000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.920000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:18.970000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.020000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.070000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.120000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.170000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.220000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.270000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.320000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.370000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.420000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.470000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.520000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.570000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.620000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.670000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.720000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.770000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.820000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.870000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.920000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:19.970000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:20.020000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:20.070000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:20.120000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:20.170000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:20.220000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:20.270000;1;1;1;0;1;1;1;0;1;1;0
17.01.2023 09:46:20.320000;1;1;1;0;1;1;1;0;1;1;0
